datetime,symbol,open,high,low,close,volume,TimeFrame
2023-09-18 21:16:00,BCBA:SNOW,3972.5,3972.5,3931.0,3931.5,5.0,1_minute
2023-09-18 21:20:00,BCBA:SNOW,3938.5,3938.5,3938.5,3938.5,22.0,1_minute
2023-09-18 21:43:00,BCBA:SNOW,3906.5,3906.5,3906.5,3906.5,5.0,1_minute
2023-09-18 21:46:00,BCBA:SNOW,3906.5,3906.5,3906.5,3906.5,159.0,1_minute
2023-09-18 22:47:00,BCBA:SNOW,3920.0,3920.0,3920.0,3920.0,1.0,1_minute
2023-09-18 22:58:00,BCBA:SNOW,3940.0,3940.0,3940.0,3940.0,6.0,1_minute
2023-09-19 00:08:00,BCBA:SNOW,3944.0,3944.0,3944.0,3944.0,10.0,1_minute
2023-09-19 00:35:00,BCBA:SNOW,3961.0,3961.0,3961.0,3961.0,5.0,1_minute
2023-09-19 00:37:00,BCBA:SNOW,3964.0,3964.0,3964.0,3964.0,10.0,1_minute
2023-09-19 00:42:00,BCBA:SNOW,3970.5,3971.0,3970.5,3971.0,13.0,1_minute
2023-09-19 01:06:00,BCBA:SNOW,3970.5,3971.0,3970.5,3971.0,4.0,1_minute
2023-09-19 01:09:00,BCBA:SNOW,3983.5,3983.5,3983.5,3983.5,1.0,1_minute
2023-09-19 01:24:00,BCBA:SNOW,3960.0,3960.0,3960.0,3960.0,14.0,1_minute
2023-09-19 01:37:00,BCBA:SNOW,3947.0,3947.0,3947.0,3947.0,12.0,1_minute
2023-09-19 01:38:00,BCBA:SNOW,3990.5,3990.5,3990.5,3990.5,6.0,1_minute
2023-09-19 01:53:00,BCBA:SNOW,3983.0,3983.0,3983.0,3983.0,3.0,1_minute
2023-09-19 01:57:00,BCBA:SNOW,3974.5,3974.5,3974.5,3974.5,3.0,1_minute
2023-09-19 02:45:00,BCBA:SNOW,3954.5,3954.5,3954.5,3954.5,1.0,1_minute
2023-09-19 02:46:00,BCBA:SNOW,3926.5,3926.5,3926.5,3926.5,6.0,1_minute
2023-09-19 02:55:00,BCBA:SNOW,3954.5,3954.5,3954.5,3954.5,3.0,1_minute
2023-09-19 02:59:00,BCBA:SNOW,3990.5,4000.0,3990.5,4000.0,14.0,1_minute
2023-09-19 21:00:00,BCBA:SNOW,3914.0,3914.0,3914.0,3914.0,11.0,1_minute
2023-09-19 21:03:00,BCBA:SNOW,3895.0,3895.0,3895.0,3895.0,24.0,1_minute
2023-09-19 21:04:00,BCBA:SNOW,3892.5,3892.5,3892.5,3892.5,79.0,1_minute
2023-09-19 21:07:00,BCBA:SNOW,3890.5,3890.5,3890.5,3890.5,215.0,1_minute
