datetime,symbol,open,high,low,close,volume,TimeFrame
2023-11-06 10:45:00,BSE:ZODIAC,166.05,166.05,166.05,166.05,122.0,1_minute
2023-11-06 10:46:00,BSE:ZODIAC,168.0,168.0,162.4,162.4,422.0,1_minute
2023-11-06 10:47:00,BSE:ZODIAC,168.0,168.0,168.0,168.0,75.0,1_minute
2023-11-06 10:48:00,BSE:ZODIAC,167.85,167.85,167.85,167.85,1.0,1_minute
2023-11-06 10:49:00,BSE:ZODIAC,167.85,167.95,167.85,167.95,22.0,1_minute
2023-11-06 10:51:00,BSE:ZODIAC,167.6,167.6,167.0,167.0,102.0,1_minute
2023-11-06 10:52:00,BSE:ZODIAC,166.95,166.95,166.95,166.95,20.0,1_minute
2023-11-06 10:54:00,BSE:ZODIAC,167.9,168.45,167.9,168.45,220.0,1_minute
2023-11-06 10:59:00,BSE:ZODIAC,168.15,168.6,168.0,168.0,33.0,1_minute
2023-11-06 11:00:00,BSE:ZODIAC,168.25,168.25,168.25,168.25,50.0,1_minute
2023-11-06 11:01:00,BSE:ZODIAC,166.8,166.8,166.8,166.8,130.0,1_minute
2023-11-06 11:02:00,BSE:ZODIAC,168.05,168.05,167.35,167.35,2.0,1_minute
2023-11-06 11:05:00,BSE:ZODIAC,167.3,167.3,167.3,167.3,3.0,1_minute
2023-11-06 11:07:00,BSE:ZODIAC,167.0,167.0,167.0,167.0,6.0,1_minute
2023-11-06 11:08:00,BSE:ZODIAC,165.75,165.75,165.75,165.75,200.0,1_minute
2023-11-06 11:09:00,BSE:ZODIAC,165.6,165.6,165.6,165.6,80.0,1_minute
2023-11-06 11:12:00,BSE:ZODIAC,166.7,166.7,166.7,166.7,173.0,1_minute
2023-11-06 11:13:00,BSE:ZODIAC,165.65,165.65,165.25,165.25,150.0,1_minute
2023-11-06 11:15:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,100.0,1_minute
2023-11-06 11:16:00,BSE:ZODIAC,165.5,165.5,165.5,165.5,1.0,1_minute
2023-11-06 11:17:00,BSE:ZODIAC,165.45,165.45,165.45,165.45,10.0,1_minute
2023-11-06 11:18:00,BSE:ZODIAC,165.45,165.45,165.45,165.45,30.0,1_minute
2023-11-06 11:19:00,BSE:ZODIAC,165.45,165.45,165.45,165.45,2.0,1_minute
2023-11-06 11:20:00,BSE:ZODIAC,165.45,165.45,165.45,165.45,30.0,1_minute
2023-11-06 11:21:00,BSE:ZODIAC,165.45,165.45,165.45,165.45,48.0,1_minute
2023-11-06 11:23:00,BSE:ZODIAC,165.5,165.5,165.5,165.5,7.0,1_minute
2023-11-06 11:24:00,BSE:ZODIAC,166.0,166.0,165.45,165.45,26.0,1_minute
2023-11-06 11:28:00,BSE:ZODIAC,165.55,165.55,165.55,165.55,39.0,1_minute
2023-11-06 11:31:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,45.0,1_minute
2023-11-06 11:33:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,1.0,1_minute
2023-11-06 11:34:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,53.0,1_minute
2023-11-06 11:36:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,6.0,1_minute
2023-11-06 11:37:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,18.0,1_minute
2023-11-06 11:39:00,BSE:ZODIAC,166.05,166.05,166.05,166.05,4.0,1_minute
2023-11-06 11:40:00,BSE:ZODIAC,165.5,165.5,165.5,165.5,383.0,1_minute
2023-11-06 11:41:00,BSE:ZODIAC,165.5,165.5,165.5,165.5,10.0,1_minute
2023-11-06 11:42:00,BSE:ZODIAC,165.95,165.95,165.95,165.95,3.0,1_minute
2023-11-06 11:43:00,BSE:ZODIAC,165.9,165.9,165.9,165.9,5.0,1_minute
2023-11-06 11:44:00,BSE:ZODIAC,165.9,165.9,165.9,165.9,10.0,1_minute
2023-11-06 11:48:00,BSE:ZODIAC,165.5,165.5,165.5,165.5,379.0,1_minute
2023-11-06 11:50:00,BSE:ZODIAC,165.5,166.1,165.5,166.1,80.0,1_minute
2023-11-06 11:52:00,BSE:ZODIAC,165.95,165.95,165.95,165.95,5.0,1_minute
2023-11-06 12:00:00,BSE:ZODIAC,165.95,165.95,165.95,165.95,100.0,1_minute
2023-11-06 12:01:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,5.0,1_minute
2023-11-06 12:02:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,5.0,1_minute
2023-11-06 12:06:00,BSE:ZODIAC,166.15,166.15,166.15,166.15,8.0,1_minute
2023-11-06 12:07:00,BSE:ZODIAC,165.5,165.5,165.5,165.5,50.0,1_minute
2023-11-06 12:09:00,BSE:ZODIAC,165.5,165.5,165.5,165.5,278.0,1_minute
