id,Symbol,full_name,VWAP,Price,Exchange,Country,Sector
10,ZZD,ZEDA LIMITED,1274.33,1259.0,JSE,South Africa,Finance
380,ZMID,ZAHRAA MAADI INVESTMENT & DEVELOPMENT,7.69,7.63,EGX,Egypt,Finance
611,ZEOT,EXTRACTED OILS,2.32,2.3,EGX,Egypt,Process Industries
629,ZENITHBANK,ZENITH BANK PLC,33.57,33.5,NSENG,Nigeria,Finance
666,ZED,ZEDER INV LTD,172.67,173.0,JSE,South Africa,Finance
690,ZDJ,ZELLIDJA S.A,86.49,86.49,CSEMA,Morocco,Non-Energy Minerals
766,ZAM,ZAMBEEF PRODUCTS ZMW0.01,6.51,6.63,LSE,Zambia,Distribution Services
844,YYLBEE,YEBOYETHU (RF) LTD,2655.67,2650.0,JSE,South Africa,Finance
925,YRK,YORK TIMBER HOLDINGS LTD,177.67,179.0,JSE,South Africa,Industrial Services
1832,XPRS,EXPRESS KENYA LTD,3.63,3.63,NSEKE,Kenya,Transportation
3232,WUHN,"Wuhan General Group (China), Inc.",0.0,0.0,OTC,South Africa,Health Technology
3257,WTOP20,10X WEALTH TOP 20,934.67,935.0,JSE,South Africa,Miscellaneous
3274,WTK,WILLIAMSON TEA LTD - KENYA,212.92,206.25,NSEKE,Kenya,Process Industries
3634,WNXT40,10X NEXT 40,993.0,993.0,JSE,South Africa,Miscellaneous
3753,WLWHY,Woolworths Holdings Ltd.,3.77,3.72,OTC,South Africa,Retail Trade
3809,WKOL,WADI KOM OMBO LAND RECLAMATION,73.69,73.24,EGX,Egypt,Industrial Services
3819,WKF,WORKFORCE HOLDINGS LTD,135.0,135.0,JSE,South Africa,Commercial Services
3958,WIFAK,WIFACK INTERNATIONAL BANK,8.47,8.47,BVMT,Tunisia,Finance
4003,WHL,WOOLWORTHS HOLDINGS LTD,6767.33,6680.0,JSE,South Africa,Retail Trade
4130,WEZ,WESIZWE PLATINUM LTD,63.67,63.0,JSE,South Africa,Non-Energy Minerals
4186,WEMABANK,WEMA BANK PLC,5.12,5.18,NSENG,Nigeria,Finance
4469,WCDF,MIDDLE & WEST DELTA FLOUR MILLS,198.15,190.0,EGX,Egypt,Process Industries
4499,WBO,WILSON BAYLY HLM-OVC LTD,13204.33,13185.0,JSE,South Africa,Industrial Services
4596,WAPIC,WAPIC INSURANCE PLC,0.72,0.72,NSENG,Nigeria,Finance
4597,WAPCO,LAFARGE CEMENT WAPCO PLC,29.5,29.5,NSENG,Nigeria,Non-Energy Minerals
4681,WAA,WAFA ASSURANCE,4130.0,4130.0,CSEMA,Morocco,Finance
4933,VUN,VUNANI LTD,274.0,277.0,JSE,South Africa,Finance
5471,VOD,VODACOM GROUP LTD,10496.33,10482.0,JSE,South Africa,Communications
5762,VKE,VUKILE PROPERTY FUND LTD,1336.0,1319.0,JSE,South Africa,Finance
5847,VITAFOAM,VITAFOAM PLC - NIGERIA,22.9,22.9,NSENG,Nigeria,Process Industries
5886,VIS,VISUAL INTERNATIONAL HLDGS LTD,2.0,2.0,JSE,South Africa,Finance
6298,VFDGROUP,VFD GROUP PLC,202.9,202.9,NSENG,Nigeria,Finance
6378,VERT,VERTIKA FOR INDUSTRY & TRADE,0.99,0.96,EGX,Egypt,Technology Services
6386,VERITASKAP,UNITYKAPITAL ASSURANCE PLC,0.27,0.27,NSENG,Nigeria,Finance
6546,VDMCY,Vodacom Group Ltd.,5.71,5.78,OTC,South Africa,Communications
