datetime,symbol,open,high,low,close,volume,TimeFrame
2022-07-13 14:15:00,TASE:PRKM,444.0,444.0,444.0,444.0,1.0,1_minute
2022-07-13 14:33:00,TASE:PRKM,425.0,425.0,425.0,425.0,400.0,1_minute
2022-07-13 14:42:00,TASE:PRKM,425.0,425.0,425.0,425.0,1000.0,1_minute
2022-07-13 15:00:00,TASE:PRKM,428.0,428.0,428.0,428.0,935.0,1_minute
2022-07-13 15:03:00,TASE:PRKM,428.0,428.0,428.0,428.0,65.0,1_minute
2022-07-13 15:04:00,TASE:PRKM,440.0,440.0,440.0,440.0,1000.0,1_minute
2022-07-13 15:05:00,TASE:PRKM,450.0,450.0,450.0,450.0,2350.0,1_minute
2022-07-13 15:06:00,TASE:PRKM,450.0,459.0,450.0,459.0,7050.0,1_minute
2022-07-13 15:08:00,TASE:PRKM,479.0,479.0,479.0,479.0,2328.0,1_minute
2022-07-13 15:11:00,TASE:PRKM,479.0,479.0,479.0,479.0,209.0,1_minute
2022-07-13 15:19:00,TASE:PRKM,459.0,459.0,458.0,458.0,800.0,1_minute
2022-07-13 15:57:00,TASE:PRKM,465.0,469.9,465.0,469.9,800.0,1_minute
2022-07-13 16:00:00,TASE:PRKM,479.0,486.0,479.0,486.0,10863.0,1_minute
2022-07-13 16:01:00,TASE:PRKM,486.0,486.0,486.0,486.0,200.0,1_minute
2022-07-13 16:06:00,TASE:PRKM,495.0,495.0,495.0,495.0,700.0,1_minute
2022-07-13 16:07:00,TASE:PRKM,495.0,495.0,495.0,495.0,100.0,1_minute
2022-07-13 16:18:00,TASE:PRKM,505.0,505.0,505.0,505.0,150.0,1_minute
2022-07-13 16:21:00,TASE:PRKM,505.0,512.0,505.0,512.0,620.0,1_minute
2022-07-13 16:30:00,TASE:PRKM,512.0,512.0,512.0,512.0,30.0,1_minute
2022-07-13 16:40:00,TASE:PRKM,520.0,525.0,520.0,525.0,2095.0,1_minute
2022-07-13 16:55:00,TASE:PRKM,498.0,498.0,498.0,498.0,1904.0,1_minute
2022-07-13 17:08:00,TASE:PRKM,525.0,525.0,525.0,525.0,571.0,1_minute
2022-07-13 18:13:00,TASE:PRKM,525.0,525.0,525.0,525.0,380.0,1_minute
2022-07-13 18:30:00,TASE:PRKM,500.0,500.0,491.0,491.0,680.0,1_minute
2022-07-13 18:31:00,TASE:PRKM,491.0,491.0,491.0,491.0,80.0,1_minute
2022-07-13 19:47:00,TASE:PRKM,491.0,491.0,490.0,490.0,1100.0,1_minute
2022-07-13 19:49:00,TASE:PRKM,479.1,479.1,479.0,479.0,2937.0,1_minute
2022-07-13 20:42:00,TASE:PRKM,471.0,471.0,470.0,470.0,440.0,1_minute
2022-07-13 20:43:00,TASE:PRKM,470.0,470.0,470.0,470.0,512.0,1_minute
2022-07-13 20:45:00,TASE:PRKM,487.0,488.0,487.0,488.0,600.0,1_minute
2022-07-13 20:59:00,TASE:PRKM,487.0,487.0,487.0,487.0,600.0,1_minute
2022-07-13 21:12:00,TASE:PRKM,505.0,510.0,505.0,510.0,2900.0,1_minute
2022-07-13 21:13:00,TASE:PRKM,524.0,524.0,524.0,524.0,2000.0,1_minute
2022-07-13 21:14:00,TASE:PRKM,524.0,524.0,524.0,524.0,1100.0,1_minute
2022-07-13 21:24:00,TASE:PRKM,511.0,511.0,511.0,511.0,30.0,1_minute
2022-07-14 14:15:00,TASE:PRKM,539.0,539.0,539.0,539.0,2000.0,1_minute
2022-07-14 14:16:00,TASE:PRKM,539.0,545.0,539.0,545.0,4174.0,1_minute
2022-07-14 14:17:00,TASE:PRKM,545.0,545.0,545.0,545.0,1126.0,1_minute
2022-07-14 14:19:00,TASE:PRKM,545.0,565.0,545.0,565.0,655.0,1_minute
2022-07-14 14:21:00,TASE:PRKM,565.0,565.0,565.0,565.0,1619.0,1_minute
2022-07-14 14:22:00,TASE:PRKM,565.0,565.0,565.0,565.0,221.0,1_minute
2022-07-14 14:23:00,TASE:PRKM,565.0,565.0,565.0,565.0,1579.0,1_minute
2022-07-14 14:24:00,TASE:PRKM,566.0,566.0,566.0,566.0,1400.0,1_minute
2022-07-14 14:31:00,TASE:PRKM,566.0,566.0,566.0,566.0,1488.0,1_minute
2022-07-14 14:42:00,TASE:PRKM,540.0,540.0,537.2,537.2,978.0,1_minute
2022-07-14 14:43:00,TASE:PRKM,573.0,573.0,530.0,530.0,2713.0,1_minute
2022-07-14 14:45:00,TASE:PRKM,525.0,525.0,525.0,525.0,230.0,1_minute
2022-07-14 14:46:00,TASE:PRKM,525.0,525.0,525.0,525.0,370.0,1_minute
2022-07-14 14:53:00,TASE:PRKM,535.0,535.0,520.0,520.0,659.0,1_minute
2022-07-14 15:00:00,TASE:PRKM,520.0,520.0,515.0,515.0,600.0,1_minute
2022-07-14 15:01:00,TASE:PRKM,515.0,515.0,502.0,504.0,670.0,1_minute
2022-07-14 16:04:00,TASE:PRKM,503.0,503.0,501.0,501.0,2500.0,1_minute
2022-07-14 16:17:00,TASE:PRKM,501.0,501.0,500.0,500.0,2000.0,1_minute
2022-07-14 16:21:00,TASE:PRKM,506.0,506.0,506.0,506.0,280.0,1_minute
2022-07-14 16:49:00,TASE:PRKM,506.0,506.0,506.0,506.0,140.0,1_minute
2022-07-14 17:21:00,TASE:PRKM,509.9,510.0,509.9,510.0,610.0,1_minute
2022-07-14 17:31:00,TASE:PRKM,519.8,521.7,519.8,521.7,450.0,1_minute
2022-07-14 17:41:00,TASE:PRKM,530.0,539.0,530.0,539.0,1156.0,1_minute
