id,Symbol,full_name,VWAP,Price,Exchange,Country,Sector
35854,M5Z,MANZ AG,11.55,11.5,SWB,Germany,Electronic Technology
35855,M5Z,MANZ AG,0.0,11.52,BER,Germany,Electronic Technology
35856,M5Z,MANZ AG,11.58,11.62,TRADEGATE,Germany,Electronic Technology
35857,M5Z,MANZ AG,0.0,11.38,DUS,Germany,Electronic Technology
35858,M5Z,MANZ AG,0.0,11.52,HAM,Germany,Electronic Technology
35859,M5Z,MANZ AG,0.0,11.52,HAN,Germany,Electronic Technology
35860,M5Z,MANZ AG,0.0,11.52,MUN,Germany,Electronic Technology
35861,M5Z,MANZ AG INHABER-AKTIEN O.N.,11.1,11.1,BX,Germany,Electronic Technology
35863,M5S,MARNA BETEIL.AG INH O.N.,0.0,2.16,BER,Germany,Finance
35864,M5S,MARNA BETEIL.AG INH O.N.,0.0,2.12,HAM,Germany,Finance
35865,M5S,MARNA BETEIL.AG INH O.N.,0.0,2.12,MUN,Germany,Finance
35866,M5S,MARNA BETEIL.AG INH O.N.,0.0,2.1,FWB,Germany,Finance
35867,M5S,MARNA BETEILIGUNGEN AG,0.0,2.16,XETR,Germany,Finance
35868,M4N,MUEHLHAN O.N.,0.0,1.38,FWB,Germany,Producer Manufacturing
35869,M4N,MUEHLHAN AG,0.0,1.42,SWB,Germany,Producer Manufacturing
35870,M4N,MUEHLHAN AG,0.0,1.48,XETR,Germany,Producer Manufacturing
35871,M4N,MUEHLHAN O.N.,0.0,1.42,DUS,Germany,Producer Manufacturing
35872,M4N,MUEHLHAN AG,1.46,1.48,TRADEGATE,Germany,Producer Manufacturing
35873,M4N,MUEHLHAN O.N.,0.0,1.51,MUN,Germany,Producer Manufacturing
35874,M4N,MUEHLHAN O.N.,0.0,1.38,BER,Germany,Producer Manufacturing
35875,M4N,MUEHLHAN O.N.,0.0,1.38,HAM,Germany,Producer Manufacturing
35887,M4B,M4B,0.0,23.0,NEWCONNECT,Poland,Producer Manufacturing
35889,M3Z,"COLTENE HOLDING AG-REG NAMENS-AKTIEN SF 0,1",66.43,66.02,BX,Switzerland,Health Technology
35890,M3V,MEVIS MEDICAL SOL.NA O.N.,0.0,26.0,FWB,Germany,Technology Services
35891,M3V,MEVIS MEDICAL SOLUTIONS AG,0.0,26.0,SWB,Germany,Technology Services
35892,M3V,MEVIS MEDICAL SOLUTIONS AG,26.13,26.2,XETR,Germany,Technology Services
35893,M3V,MEVIS MEDICAL SOL.NA O.N.,0.0,25.8,DUS,Germany,Technology Services
35894,M3V,MEVIS MEDICAL SOL.NA O.N.,0.0,26.0,BER,Germany,Technology Services
35895,M3V,MEVIS MEDICAL SOLUTIONS AG,0.0,26.2,TRADEGATE,Germany,Technology Services
35896,M3V,MEVIS MEDICAL SOL.NA O.N.,0.0,26.0,MUN,Germany,Technology Services
35905,M3BK,MIC AG INH O.N.,0.0,1.37,SWB,Germany,Finance
35906,M3BK,PYRAMID AG,0.0,1.4,XETR,Germany,Finance
35907,M3BK,PYRAMID AG,0.0,1.37,FWB,Germany,Finance
35908,M3BK,PYRAMID AG,0.0,1.37,BER,Germany,Finance
35909,M3BK,PYRAMID AG,0.0,1.35,DUS,Germany,Finance
35910,M3BK,PYRAMID AG,0.0,1.37,HAM,Germany,Finance
35911,M3BK,PYRAMID AG,1.38,1.39,TRADEGATE,Germany,Finance
35912,M3BK,PYRAMID AG,0.0,1.42,MUN,Germany,Finance
35913,M37R,HANETF-ETC GG MTVS ETFDLA,8.27,8.2,XETR,Ireland,Miscellaneous
35944,M1H,MOBIMO HOLDING AG-REG NAM.-AKTIEN SF 29,247.32,247.32,BX,Switzerland,Finance
35953,M12,M1 KLINIKEN AG,9.1,9.04,TRADEGATE,Germany,Health Services
35954,M12,M1 KLINIKEN AG O.N.,0.0,8.72,MUN,Germany,Health Services
35955,M12,M1 KLINIKEN AG O.N.,0.0,8.88,DUS,Germany,Health Services
35956,M12,M1 KLINIKEN AG O.N.,0.0,9.04,BER,Germany,Health Services
35957,M12,M1 KLINIKEN AG O.N.,0.0,8.68,HAM,Germany,Health Services
35958,M12,M1 KLINIKEN AG O.N.,0.0,8.68,HAN,Germany,Health Services
35959,M12,M1 KLINIKEN AG O.N.,0.0,9.1,FWB,Germany,Health Services
35960,M12,M1 KLINIKEN AG,9.04,9.04,XETR,Germany,Health Services
35961,M12,M1 KLINIKEN AG,8.9,8.92,SWB,Germany,Health Services
35965,M0YN,MYNARIC AG,17.42,17.75,SWB,Germany,Electronic Technology
35966,M0YN,MYNARIC AG,17.27,17.2,XETR,Germany,Electronic Technology
35967,M0YN,MYNARIC AG NA O.N.,17.5,17.5,FWB,Germany,Electronic Technology
35968,M0YN,MYNARIC AG NA O.N.,0.0,16.75,BER,Germany,Electronic Technology
35969,M0YN,MYNARIC AG NA O.N.,0.0,17.25,MUN,Germany,Electronic Technology
